farm_id,farm_name,record_id,animal_id,date,rumination_min,eating_min,sitting_min,standing_min,coughing_count,resting_min,activity_rate,mounting_count,sniffing,heat_detection_count,sit_stand_min,data_collection_rate_pct,source_file
FARM-002,Kaduna Semi-Intensive Farm,1808,COW-10000311,2025-10-03,372.2638,138.1548,809.378,640.2646,1,160.7378,48.486046,8,54.666655,0,1449.6426,95.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1809,COW-10000311,2025-10-04,253.2955,196.9029,700.281,747.5089,5,250.2154,40.16067,5,153.316969,0,1447.7899,99.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1810,COW-10000311,2025-10-05,451.5521,188.6352,682.612,755.2657,7,256.3397,52.933002,3,156.50494,0,1437.8777,88.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1811,COW-10000311,2025-10-06,355.4491,162.3473,778.9188,646.941,8,266.7497,65.998657,3,136.190995,0,1425.8598,93.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1812,COW-10000311,2025-10-07,215.3029,160.0064,816.5492,593.6714,5,229.1932,73.885243,7,150.620487,0,1410.2206,96.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1813,COW-10000311,2025-10-08,498.7419,84.9173,762.1342,650.1117,5,245.6334,63.456173,3,168.19842,0,1412.2459,92.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1814,COW-10000311,2025-10-09,458.0161,123.5314,645.9483,779.2411,0,219.5483,55.958725,2,157.198232,0,1425.1894,98.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1815,COW-10000311,2025-10-10,456.4312,108.9464,809.9488,590.9332,8,202.0665,46.335792,2,153.95109,0,1400.882,88.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1816,COW-10000311,2025-10-11,351.0172,170.0499,789.1541,624.3258,6,210.5659,54.380835,4,71.837145,0,1413.4799,98.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1817,COW-10000311,2025-10-12,230.6501,194.996,708.7372,696.6376,9,275.6762,45.743313,5,71.165334,0,1405.3748,89.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1818,COW-10000311,2025-10-13,393.3506,178.47,809.5602,594.2833,3,284.8239,79.024726,0,150.11828,0,1403.8435,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1819,COW-10000311,2025-10-14,213.3097,80.4573,725.4389,675.601,7,222.2208,67.085213,5,117.440395,0,1401.0399,88.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1820,COW-10000311,2025-10-15,497.7873,121.5037,669.7657,746.4726,10,184.5689,65.873063,8,56.307119,0,1416.2383,96.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1821,COW-10000311,2025-10-16,390.5504,161.6195,843.7296,567.8189,4,295.4322,46.566822,5,110.764926,0,1411.5485,96.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1822,COW-10000311,2025-10-17,424.2714,138.3853,667.1777,733.6297,3,277.0522,51.590863,0,67.688396,0,1400.8074,86.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1823,COW-10000311,2025-10-18,493.6571,117.8009,799.1448,647.5086,0,221.3245,67.495204,5,152.9413,1,1446.6534,99.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1824,COW-10000311,2025-10-19,310.389,122.3928,785.1474,635.1821,0,206.0747,42.538595,3,112.49625,0,1420.3295,98.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1825,COW-10000311,2025-10-20,300.3533,195.3041,808.0758,626.1506,9,185.8402,62.691639,8,56.108871,0,1434.2264,90.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1826,COW-10000311,2025-10-21,404.7506,179.8032,794.5158,618.3044,0,150.9083,42.176521,2,137.833793,0,1412.8202,89.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1827,COW-10000311,2025-10-22,201.9644,148.1612,663.2109,777.6694,9,245.1814,59.174191,6,57.251203,0,1440.8803,92.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1828,COW-10000311,2025-10-23,319.8821,183.377,806.3625,635.9164,1,168.6493,70.436622,7,99.205112,0,1442.2789,91.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1829,COW-10000311,2025-10-24,216.2912,129.7256,755.0664,682.7724,3,155.2911,47.086568,6,134.54119,0,1437.8388,95.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1830,COW-10000311,2025-10-25,488.7663,159.1834,754.9848,665.8833,8,250.9484,72.12718,8,95.227761,0,1420.8681,87.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1831,COW-10000311,2025-10-26,424.9327,185.787,675.5263,769.4853,3,166.4905,59.135878,7,152.378229,0,1445.0116,90.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1832,COW-10000311,2025-10-27,405.1463,159.3055,756.3952,672.7494,2,210.4556,42.75073,6,130.618177,0,1429.1446,89.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1833,COW-10000311,2025-10-28,242.2253,189.4209,783.3118,659.8756,10,295.3208,62.770359,7,86.627253,0,1443.1874,99.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1834,COW-10000311,2025-10-29,407.0445,83.1488,814.0914,631.7652,0,298.1238,68.867173,3,173.816162,0,1445.8566,86.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1835,COW-10000311,2025-10-30,432.326,126.3616,839.851,603.6027,7,266.8801,71.771313,7,94.482875,0,1443.4537,87.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1836,COW-10000311,2025-10-31,449.1775,157.5208,696.5933,734.0425,9,218.1828,79.810752,5,179.460241,0,1430.6358,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1837,COW-10000312,2025-06-01,491.7702,94.6652,694.8112,732.0363,2,155.554,49.533307,5,95.086345,0,1426.8475,94.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1838,COW-10000312,2025-06-02,412.4629,161.1218,641.8122,777.8023,2,218.8213,77.651791,0,87.313671,0,1419.6145,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1839,COW-10000312,2025-06-03,472.0356,115.2184,782.8767,663.6875,9,266.7589,49.548505,4,171.887035,0,1446.5642,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1840,COW-10000312,2025-06-04,456.7167,154.0817,693.4356,708.4012,9,244.0435,75.602255,7,107.679275,0,1401.8368,98.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1841,COW-10000312,2025-06-05,428.6094,125.3001,815.5299,585.6016,6,217.3741,61.849619,7,80.646803,0,1401.1315,87.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1842,COW-10000312,2025-06-06,263.1709,181.5643,811.4624,606.6612,7,160.6167,54.461088,4,73.741018,0,1418.1236,99.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1843,COW-10000312,2025-06-07,428.9227,173.4125,817.5119,625.5814,5,257.1414,56.63819,5,60.618196,0,1443.0933,96.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1844,COW-10000312,2025-06-08,267.1168,194.473,786.0228,616.6028,0,196.3725,76.498617,8,173.965438,0,1402.6256,99.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1845,COW-10000312,2025-06-09,396.2171,139.3857,733.7728,700.0113,7,162.3368,55.120343,2,170.479259,0,1433.7841,100.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1846,COW-10000312,2025-06-10,261.9578,148.5718,680.6845,748.1029,3,204.4144,77.696257,5,88.28033,0,1428.7874,98.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1847,COW-10000312,2025-06-11,420.7617,105.7613,841.6894,571.329,0,167.5629,79.142789,0,166.534216,0,1413.0184,87.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1848,COW-10000312,2025-06-12,346.6816,180.8915,678.3557,738.0878,9,243.3814,51.752412,0,179.550864,0,1416.4435,87.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1849,COW-10000312,2025-06-13,488.1343,195.7732,845.1438,589.1074,9,219.0511,48.166356,1,121.817489,0,1434.2512,98.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1850,COW-10000312,2025-06-14,201.2493,126.7404,780.5163,669.1871,2,208.3491,52.90255,2,117.139765,0,1449.7034,93.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1851,COW-10000312,2025-06-15,339.3518,141.9336,642.0708,759.3286,0,282.7412,71.633292,3,66.523046,0,1401.3994,94.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1852,COW-10000312,2025-06-16,344.3568,163.708,673.4196,776.4436,0,226.8557,62.495152,4,75.045118,0,1449.8632,86.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1853,COW-10000312,2025-06-17,422.337,159.5791,847.5732,568.948,2,230.9303,79.620416,7,174.513597,0,1416.5212,94.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1854,COW-10000312,2025-06-18,374.2573,158.3534,757.9653,689.0725,9,221.8997,71.511775,0,103.791316,0,1447.0378,90.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1855,COW-10000312,2025-06-19,404.645,90.3211,666.7921,752.0062,7,171.227,44.361479,4,154.669819,0,1418.7983,87.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1856,COW-10000312,2025-06-20,377.7558,85.2313,721.4528,680.1968,4,231.6929,79.739385,3,115.205974,0,1401.6496,99.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1857,COW-10000312,2025-06-21,344.9537,173.7345,778.7802,648.6524,4,150.1056,76.037596,8,124.653803,0,1427.4326,92.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1858,COW-10000312,2025-06-22,278.2756,87.9209,786.7016,660.5546,4,193.6212,51.119958,7,100.367667,0,1447.2562,92.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1859,COW-10000312,2025-06-23,480.8725,185.1275,715.6749,709.0801,2,241.8387,67.350564,5,130.340004,0,1424.755,86.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1860,COW-10000312,2025-06-24,492.1325,169.5482,725.0506,722.3618,7,198.2928,76.357402,4,93.160007,0,1447.4124,88.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1861,COW-10000312,2025-06-25,231.5754,98.6761,822.62,603.8528,1,243.4025,61.344141,8,168.032389,0,1426.4728,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1862,COW-10000312,2025-06-26,427.5139,143.545,673.0134,728.1359,3,291.1833,65.539553,3,126.513892,0,1401.1493,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1863,COW-10000312,2025-06-27,297.0891,91.343,715.9975,717.8546,7,218.2073,49.709361,2,188.255379,0,1433.8521,100.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1864,COW-10000312,2025-06-28,489.3646,117.7346,787.1908,631.8391,2,299.0833,40.433723,0,129.722889,0,1419.0299,99.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1865,COW-10000312,2025-06-29,393.2409,151.6363,762.1827,652.8352,0,227.3388,71.185412,6,60.441957,0,1415.0179,99.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1866,COW-10000312,2025-06-30,297.0333,154.6226,842.0405,583.9538,9,194.9082,74.495092,1,149.930382,0,1425.9943,91.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1867,COW-10000312,2025-07-01,323.3946,192.1907,844.8861,588.6677,9,232.0512,64.395558,8,148.454739,0,1433.5538,95.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1868,COW-10000312,2025-07-02,234.3942,193.0916,831.8658,601.1809,5,221.2075,67.554254,3,166.460598,0,1433.0467,91.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1869,COW-10000312,2025-07-03,430.9569,199.0683,685.8948,714.6873,9,183.4413,41.076888,4,130.931454,0,1400.5821,91.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1870,COW-10000312,2025-07-04,310.9634,198.2733,811.1972,612.6792,9,274.5282,72.947988,2,90.155318,0,1423.8764,95.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1871,COW-10000312,2025-07-05,332.7847,172.8536,739.7166,675.6276,6,176.8014,45.911309,8,71.329803,0,1415.3442,87.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1872,COW-10000312,2025-07-06,257.0718,163.3744,760.7738,677.201,6,155.8363,64.832835,8,140.970398,0,1437.9748,98.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1873,COW-10000312,2025-07-07,365.8645,109.5608,654.554,749.8639,5,187.5463,76.280212,8,68.017686,0,1404.4179,98.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1874,COW-10000312,2025-07-08,234.8686,90.3268,664.9417,775.2302,1,270.1875,76.3032,2,165.147809,0,1440.1719,93.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1875,COW-10000312,2025-07-09,433.8833,121.3024,794.416,644.8447,1,298.8452,58.791181,5,142.887086,0,1439.2607,89.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1876,COW-10000312,2025-07-10,299.1096,197.4543,783.4958,636.1097,1,283.4708,70.307603,5,62.097711,0,1419.6055,96.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1877,COW-10000312,2025-07-11,248.407,140.4127,650.9025,764.9859,6,289.4047,69.901046,8,80.153875,0,1415.8884,94.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1878,COW-10000312,2025-07-12,489.8226,85.1095,777.0061,631.6675,10,176.3673,52.68393,8,138.2266,0,1408.6736,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1879,COW-10000312,2025-07-13,477.0688,161.0015,759.5568,684.3118,6,256.4336,64.058997,1,122.80251,0,1443.8686,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1880,COW-10000312,2025-07-14,446.123,123.7023,731.0933,715.2951,5,174.9793,59.780619,0,61.979449,0,1446.3884,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1881,COW-10000312,2025-07-15,364.8405,187.2018,748.6669,699.0474,7,184.6896,66.304642,0,110.867657,0,1447.7143,95.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1882,COW-10000312,2025-07-16,381.6104,98.9399,716.5943,697.7015,10,252.3334,65.797371,7,150.820602,0,1414.2958,86.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1883,COW-10000312,2025-07-17,260.3362,96.8363,698.6834,704.5165,4,167.2698,44.456901,7,68.639603,0,1403.1999,88.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1884,COW-10000312,2025-07-18,204.1883,113.1803,725.5931,724.2216,3,224.3571,49.174739,1,133.94678,0,1449.8147,98.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1885,COW-10000312,2025-07-19,478.3758,165.5674,735.1384,675.6463,9,269.7416,41.166964,2,149.373754,0,1410.7847,92.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1886,COW-10000312,2025-07-20,296.8985,123.7748,773.2388,660.4793,6,156.5456,74.240872,2,123.846002,0,1433.7181,92.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1887,COW-10000312,2025-07-21,385.6821,155.2367,742.383,658.369,5,164.3726,69.835274,4,85.378905,0,1400.752,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1888,COW-10000312,2025-07-22,459.5395,108.8834,646.5349,787.8423,8,219.7231,71.699324,6,108.955096,0,1434.3772,98.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1889,COW-10000312,2025-07-23,211.594,102.4598,766.3472,654.2593,7,236.2722,55.139702,0,144.500307,0,1420.6065,92.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1890,COW-10000312,2025-07-24,366.3736,135.5348,799.9255,606.0006,4,271.72,77.903863,7,120.204278,0,1405.9261,88.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1891,COW-10000312,2025-07-25,493.0424,149.6665,806.5965,606.4866,8,292.4512,70.799095,5,181.589723,0,1413.0831,93.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1892,COW-10000312,2025-07-26,427.1979,92.6017,838.1918,564.5098,2,293.3491,42.494563,8,90.395212,0,1402.7016,86.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1893,COW-10000312,2025-07-27,335.4304,120.955,762.0113,681.9812,1,228.6452,44.497848,2,159.68041,0,1443.9925,94.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1894,COW-10000312,2025-07-28,331.3533,115.3093,830.8123,572.4568,1,224.3883,55.03067,3,198.181603,0,1403.2691,86.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1895,COW-10000312,2025-07-29,382.4525,138.1561,863.221,576.4466,0,279.7393,60.10542,6,106.039699,0,1439.6676,96.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1896,COW-10000312,2025-07-30,268.2602,140.4065,678.179,727.5105,9,171.7098,72.45393,7,105.889361,0,1405.6895,99.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1897,COW-10000312,2025-07-31,434.2696,179.1129,712.5359,700.5216,10,266.5852,71.602091,6,161.016197,0,1413.0575,89.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1898,COW-10000312,2025-08-01,482.6123,146.4632,776.1967,661.5258,3,280.3173,50.454992,8,182.706421,0,1437.7225,92.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1899,COW-10000312,2025-08-02,455.3701,118.8823,778.4185,636.1201,1,169.6585,68.042426,8,129.043308,0,1414.5386,96.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1900,COW-10000312,2025-08-03,366.4509,175.7373,859.1076,578.0851,9,160.02,71.183172,7,147.455483,0,1437.1927,94.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1901,COW-10000312,2025-08-04,425.2411,103.6633,755.4771,666.2684,6,281.4007,46.756128,3,165.733333,0,1421.7455,92.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1902,COW-10000312,2025-08-05,361.8434,98.4275,746.8188,662.939,8,270.9698,64.648723,2,58.486802,0,1409.7578,98.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1903,COW-10000312,2025-08-06,283.2332,166.3661,828.1772,576.5128,10,223.7348,62.793205,4,104.514851,0,1404.69,85.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1904,COW-10000312,2025-08-07,248.6613,102.6585,835.5651,596.2019,4,277.8688,72.780544,0,61.493849,0,1431.767,90.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1905,COW-10000312,2025-08-08,234.4009,170.9943,729.155,696.0484,8,193.9343,74.861257,6,148.095011,0,1425.2034,93.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1906,COW-10000312,2025-08-09,277.8345,198.1977,831.0535,590.7268,8,230.3689,69.199823,8,135.837018,0,1421.7803,99.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1907,COW-10000312,2025-08-10,336.9909,187.2876,667.3584,765.4218,10,179.3772,46.794395,3,157.263312,0,1432.7802,99.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1908,COW-10000312,2025-08-11,334.977,138.7709,654.9088,760.0626,7,201.7132,64.962905,5,133.365471,0,1414.9714,92.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1909,COW-10000312,2025-08-12,292.4189,108.7669,649.8875,788.5978,2,229.6629,59.04584,2,191.024799,0,1438.4853,96.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1910,COW-10000312,2025-08-13,354.2234,131.4688,803.5985,598.23,3,198.1451,64.265375,3,163.120673,0,1401.8285,87.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1911,COW-10000312,2025-08-14,476.4939,93.5419,747.9532,700.5254,9,287.1975,56.250691,8,170.003794,0,1448.4786,86.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1912,COW-10000312,2025-08-15,306.787,153.1742,738.4325,662.0335,0,278.7668,49.298825,8,129.210314,0,1400.466,89.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1913,COW-10000312,2025-08-16,476.9003,199.7334,680.3777,731.7504,3,216.8785,43.569947,3,72.1563,0,1412.1281,89.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1914,COW-10000312,2025-08-17,453.4804,170.1856,734.66,692.1569,1,174.8993,75.495514,7,57.361608,0,1426.8169,87.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1915,COW-10000312,2025-08-18,443.6297,82.1654,774.5646,666.1893,2,266.1315,44.062292,0,130.985814,0,1440.7539,96.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1916,COW-10000312,2025-08-19,455.9665,135.7132,844.7555,593.1415,9,198.2986,58.532483,6,84.499661,0,1437.897,89.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1917,COW-10000312,2025-08-20,442.1749,153.1901,667.927,763.7353,1,268.378,61.692257,0,189.733006,0,1431.6623,88.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1918,COW-10000312,2025-08-21,409.543,164.118,777.4821,625.7945,2,188.1781,41.256588,1,144.105833,0,1403.2766,88.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1919,COW-10000312,2025-08-22,437.7617,171.4438,653.7567,766.7316,3,174.8144,78.352729,2,172.66164,0,1420.4883,93.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1920,COW-10000312,2025-08-23,280.0659,83.8542,664.3531,751.762,9,198.9811,56.355618,2,120.266368,0,1416.1151,91.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1921,COW-10000312,2025-08-24,349.5049,130.143,666.3937,781.8282,3,179.0471,55.017514,5,131.969871,0,1448.2219,100.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1922,COW-10000312,2025-08-25,348.0865,110.8375,695.6561,743.9227,8,277.0067,56.15194,4,133.546665,0,1439.5788,86.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1923,COW-10000312,2025-08-26,495.8847,101.4675,744.8038,671.9737,5,164.6009,47.876565,3,124.01715,0,1416.7775,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1924,COW-10000312,2025-08-27,293.5364,192.8378,706.6387,707.5019,8,276.0725,52.678719,8,109.292704,0,1414.1406,86.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1925,COW-10000312,2025-08-28,288.4029,143.7867,770.7299,670.7153,2,294.3176,44.656416,4,167.009889,0,1441.4452,96.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1926,COW-10000312,2025-08-29,362.9269,111.7575,830.4861,596.6807,2,150.9868,42.264224,4,144.895547,0,1427.1668,91.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1927,COW-10000312,2025-08-30,272.8341,165.916,652.5549,762.6532,2,230.8708,78.625152,3,138.833257,0,1415.2081,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1928,COW-10000312,2025-08-31,287.4446,195.1134,830.5374,585.7282,0,279.5989,41.575411,7,177.480495,0,1416.2656,90.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1929,COW-10000312,2025-09-01,347.0295,156.7898,820.5676,626.6092,5,246.8131,47.434835,3,113.591359,0,1447.1768,94.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1930,COW-10000312,2025-09-02,434.9747,141.178,796.6037,622.4034,0,296.791,77.934951,0,182.055291,0,1419.0071,93.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1931,COW-10000312,2025-09-03,349.3837,178.4099,816.6607,597.5021,5,281.8661,61.643409,1,176.481654,0,1414.1628,94.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1932,COW-10000312,2025-09-04,478.0358,130.1855,654.2126,756.8017,8,241.6628,64.828204,5,55.574918,0,1411.0143,98.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1933,COW-10000312,2025-09-05,408.6506,93.5981,665.7599,737.9719,9,258.4629,65.546128,7,146.118618,0,1403.7318,90.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1934,COW-10000312,2025-09-06,296.669,131.0512,772.9153,676.5685,1,271.4391,47.12258,4,110.810151,0,1449.4838,100.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1935,COW-10000312,2025-09-07,246.3409,134.2432,807.6648,637.6143,7,188.5663,47.488429,5,106.131844,0,1445.2791,97.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1936,COW-10000312,2025-09-08,416.211,180.2238,699.3406,709.2135,8,174.5323,45.824202,6,107.458832,0,1408.5541,86.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1937,COW-10000312,2025-09-09,293.8324,185.0719,750.3941,652.4326,10,229.6261,60.220349,5,52.58547,0,1402.8267,93.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1938,COW-10000312,2025-09-10,490.4928,128.9571,850.3395,573.2768,2,265.5165,60.189418,7,184.686898,0,1423.6163,95.0,synthetic_farm_FARM-002
FARM-002,Kaduna Semi-Intensive Farm,1939,COW-10000312,2025-09-11,436.2667,128.7902,865.9939,581.6696,10,183.3083,70.996081,5,98.320791,0,1447.6635,86.0,synthetic_farm_FARM-002
