Cow ID,Date,Estimated Milk Production (L/day)
COW-10000252,02/07/2025,3.35
COW-10000252,03/07/2025,3.3
COW-10000252,04/07/2025,3.53
COW-10000252,05/07/2025,3.52
COW-10000252,06/07/2025,3.37
COW-10000252,07/07/2025,3.12
COW-10000252,08/07/2025,2.88
COW-10000252,09/07/2025,2.88
COW-10000252,10/07/2025,2.91
COW-10000252,11/07/2025,3.29
COW-10000252,12/07/2025,2.54
COW-10000252,13/07/2025,2.55
COW-10000252,14/07/2025,3.01
COW-10000252,15/07/2025,4.03
COW-10000252,16/07/2025,3.85
COW-10000252,17/07/2025,3.15
COW-10000252,18/07/2025,3.74
COW-10000252,19/07/2025,3.89
COW-10000252,20/07/2025,3.93
COW-10000252,21/07/2025,4.11
COW-10000252,22/07/2025,3.5
COW-10000252,23/07/2025,3.22
COW-10000252,24/07/2025,2.11
COW-10000252,25/07/2025,2.99
COW-10000252,26/07/2025,3.18
COW-10000252,27/07/2025,2.93
COW-10000252,28/07/2025,4.68
COW-10000252,29/07/2025,4.6
COW-10000252,30/07/2025,3.95
COW-10000252,31/07/2025,3.64
COW-10000252,01/08/2025,4.02
COW-10000252,02/08/2025,4.07
COW-10000252,03/08/2025,2.7
COW-10000252,04/08/2025,3.46
COW-10000252,05/08/2025,4.12
COW-10000252,06/08/2025,4.78
COW-10000252,07/08/2025,4.7
COW-10000252,08/08/2025,3.55
COW-10000252,09/08/2025,3.63
COW-10000252,10/08/2025,3.66
COW-10000252,11/08/2025,4.66
COW-10000252,12/08/2025,4.21
COW-10000252,13/08/2025,5.14
COW-10000252,14/08/2025,4.47
COW-10000252,15/08/2025,4.18
COW-10000252,16/08/2025,4.69
COW-10000252,17/08/2025,4.44
COW-10000252,18/08/2025,3.96
COW-10000252,19/08/2025,3.97
COW-10000252,20/08/2025,3.6
COW-10000252,21/08/2025,2.79
COW-10000252,22/08/2025,2.94
COW-10000252,23/08/2025,3.6
COW-10000252,24/08/2025,4.55
COW-10000252,25/08/2025,4.07
COW-10000252,26/08/2025,4.37
COW-10000252,27/08/2025,4.37
COW-10000252,28/08/2025,4.9
COW-10000252,29/08/2025,5.31
COW-10000252,30/08/2025,4.52
COW-10000252,31/08/2025,4.56
COW-10000252,01/09/2025,4.82
COW-10000252,02/09/2025,4.22
COW-10000252,03/09/2025,4.42
COW-10000252,04/09/2025,5.09
COW-10000252,05/09/2025,4.18
COW-10000252,06/09/2025,4.22
COW-10000252,07/09/2025,4.01
COW-10000252,08/09/2025,3.89
COW-10000252,09/09/2025,4.34
COW-10000252,10/09/2025,4.43
COW-10000252,11/09/2025,4.28
COW-10000252,12/09/2025,4.31
COW-10000252,13/09/2025,4.39
COW-10000252,14/09/2025,4.67
COW-10000252,15/09/2025,4.95
COW-10000252,16/09/2025,5.37
COW-10000252,17/09/2025,3.98
COW-10000252,18/09/2025,4.58
COW-10000252,19/09/2025,4.73
COW-10000252,20/09/2025,4.14
COW-10000252,21/09/2025,4.24
COW-10000252,22/09/2025,4.5
COW-10000252,23/09/2025,4.92
COW-10000252,24/09/2025,5.22
COW-10000252,25/09/2025,5.03
COW-10000252,26/09/2025,5.47
COW-10000252,27/09/2025,4.5
COW-10000252,28/09/2025,4.17
COW-10000252,29/09/2025,3.79
COW-10000253,01/06/2025,8.61
COW-10000253,02/06/2025,7.84
COW-10000253,03/06/2025,8.57
COW-10000253,04/06/2025,8.08
COW-10000253,05/06/2025,8.51
COW-10000253,06/06/2025,9.24
COW-10000253,07/06/2025,8.62
COW-10000253,08/06/2025,8.56
COW-10000253,09/06/2025,8.67
COW-10000253,10/06/2025,8.49
COW-10000253,11/06/2025,8.0
COW-10000253,12/06/2025,8.87
COW-10000253,13/06/2025,8.19
COW-10000253,14/06/2025,8.83
COW-10000253,15/06/2025,8.64
COW-10000253,16/06/2025,8.64
COW-10000253,17/06/2025,8.76
COW-10000253,18/06/2025,8.51
COW-10000253,19/06/2025,7.89
COW-10000253,20/06/2025,8.39
COW-10000253,21/06/2025,8.42
COW-10000253,22/06/2025,8.49
COW-10000253,23/06/2025,8.77
COW-10000253,24/06/2025,9.38
COW-10000253,25/06/2025,9.03
COW-10000253,26/06/2025,9.05
COW-10000253,27/06/2025,8.77
COW-10000253,28/06/2025,8.19
COW-10000253,29/06/2025,7.43
COW-10000253,30/06/2025,7.97
COW-10000253,01/07/2025,7.53
COW-10000253,02/07/2025,7.06
COW-10000253,03/07/2025,8.11
COW-10000253,04/07/2025,8.58
COW-10000253,05/07/2025,7.83
COW-10000253,06/07/2025,7.58
COW-10000253,07/07/2025,7.35
COW-10000253,08/07/2025,6.97
COW-10000253,09/07/2025,7.1
COW-10000253,10/07/2025,7.48
COW-10000253,11/07/2025,7.48
COW-10000253,12/07/2025,7.43
COW-10000253,13/07/2025,6.74
COW-10000253,14/07/2025,7.56
COW-10000253,15/07/2025,7.93
COW-10000253,16/07/2025,7.85
COW-10000253,17/07/2025,7.61
COW-10000253,18/07/2025,7.23
COW-10000253,19/07/2025,7.69
COW-10000253,20/07/2025,7.54
COW-10000253,21/07/2025,7.52
COW-10000253,22/07/2025,6.81
COW-10000253,23/07/2025,7.09
COW-10000253,24/07/2025,6.08
COW-10000253,25/07/2025,6.94
COW-10000253,26/07/2025,7.55
COW-10000253,27/07/2025,7.21
COW-10000253,28/07/2025,8.41
COW-10000253,29/07/2025,8.46
COW-10000253,30/07/2025,8.47
COW-10000253,31/07/2025,8.04
COW-10000253,01/08/2025,8.09
COW-10000253,02/08/2025,7.78
COW-10000253,03/08/2025,7.73
COW-10000253,04/08/2025,7.78
COW-10000253,05/08/2025,8.2
COW-10000253,06/08/2025,8.55
COW-10000253,07/08/2025,8.6
COW-10000253,08/08/2025,7.64
COW-10000253,09/08/2025,8.42
COW-10000253,10/08/2025,7.82
COW-10000253,11/08/2025,8.6
COW-10000253,12/08/2025,8.25
COW-10000253,13/08/2025,9.03
COW-10000253,14/08/2025,7.86
COW-10000253,15/08/2025,8.64
COW-10000253,16/08/2025,8.45
COW-10000253,17/08/2025,8.36
COW-10000253,18/08/2025,7.84
COW-10000253,19/08/2025,8.13
COW-10000253,20/08/2025,7.83
COW-10000253,21/08/2025,7.9
COW-10000253,22/08/2025,7.43
COW-10000253,23/08/2025,7.98
COW-10000253,24/08/2025,7.7
COW-10000253,25/08/2025,7.88
COW-10000253,26/08/2025,8.21
COW-10000253,27/08/2025,8.1
COW-10000253,28/08/2025,8.96
COW-10000253,29/08/2025,8.77
COW-10000253,30/08/2025,7.88
COW-10000253,31/08/2025,7.93
COW-10000253,01/09/2025,8.47
COW-10000253,02/09/2025,8.38
COW-10000253,03/09/2025,8.29
COW-10000253,04/09/2025,8.56
COW-10000253,05/09/2025,8.16
COW-10000253,06/09/2025,7.96
COW-10000253,07/09/2025,7.58
COW-10000253,08/09/2025,6.75
COW-10000253,09/09/2025,8.8
COW-10000253,10/09/2025,8.36
COW-10000253,11/09/2025,8.87
COW-10000253,12/09/2025,8.01
COW-10000253,13/09/2025,7.7
COW-10000253,14/09/2025,8.01
COW-10000253,15/09/2025,8.88
COW-10000253,16/09/2025,8.89
COW-10000253,17/09/2025,8.63
COW-10000253,18/09/2025,8.93
COW-10000253,19/09/2025,8.92
COW-10000253,20/09/2025,8.43
COW-10000253,21/09/2025,8.69
COW-10000253,22/09/2025,9.0
COW-10000253,23/09/2025,9.04
COW-10000253,24/09/2025,9.15
COW-10000253,25/09/2025,8.63
COW-10000253,26/09/2025,8.26
COW-10000253,27/09/2025,8.54
COW-10000253,28/09/2025,7.73
COW-10000253,29/09/2025,8.04
COW-10000253,30/09/2025,8.38
COW-10000253,01/10/2025,7.39
COW-10000254,01/06/2025,3.76
COW-10000254,02/06/2025,2.41
COW-10000254,03/06/2025,3.07
COW-10000254,04/06/2025,2.65
COW-10000254,05/06/2025,3.32
COW-10000254,06/06/2025,3.56
COW-10000254,07/06/2025,3.29
COW-10000254,08/06/2025,3.71
COW-10000254,09/06/2025,2.94
COW-10000254,10/06/2025,3.18
COW-10000254,11/06/2025,3.33
COW-10000254,12/06/2025,3.05
COW-10000254,13/06/2025,2.84
COW-10000254,14/06/2025,3.16
COW-10000254,15/06/2025,3.13
COW-10000254,16/06/2025,2.72
COW-10000254,17/06/2025,2.76
COW-10000254,18/06/2025,3.0
COW-10000254,19/06/2025,3.2
COW-10000254,20/06/2025,2.98
COW-10000254,21/06/2025,3.46
COW-10000254,22/06/2025,3.07
COW-10000254,23/06/2025,3.11
COW-10000254,24/06/2025,3.3
COW-10000254,25/06/2025,3.92
COW-10000254,26/06/2025,3.94
COW-10000254,27/06/2025,3.24
COW-10000254,28/06/2025,3.12
COW-10000254,29/06/2025,2.47
COW-10000254,30/06/2025,2.52
COW-10000254,01/07/2025,2.51
COW-10000254,02/07/2025,3.19
COW-10000254,03/07/2025,3.23
COW-10000254,04/07/2025,2.77
COW-10000254,05/07/2025,2.58
COW-10000254,06/07/2025,2.42
COW-10000254,07/07/2025,2.53
COW-10000254,08/07/2025,2.55
COW-10000254,09/07/2025,1.5
COW-10000254,10/07/2025,1.5
COW-10000254,11/07/2025,2.25
COW-10000254,12/07/2025,2.59
COW-10000254,13/07/2025,2.72
COW-10000254,14/07/2025,2.64
COW-10000254,15/07/2025,2.27
COW-10000254,16/07/2025,2.26
COW-10000254,17/07/2025,1.59
COW-10000254,18/07/2025,1.5
COW-10000254,19/07/2025,1.5
COW-10000254,20/07/2025,2.26
COW-10000254,21/07/2025,2.96
COW-10000254,22/07/2025,1.57
COW-10000254,23/07/2025,2.47
COW-10000254,24/07/2025,2.17
COW-10000254,25/07/2025,2.42
COW-10000254,26/07/2025,2.33
COW-10000254,27/07/2025,2.78
COW-10000254,28/07/2025,2.59
COW-10000254,29/07/2025,2.63
COW-10000254,30/07/2025,1.71
COW-10000254,31/07/2025,1.58
COW-10000254,01/08/2025,2.17
COW-10000254,02/08/2025,2.38
COW-10000254,03/08/2025,2.82
COW-10000254,04/08/2025,2.06
COW-10000254,05/08/2025,2.3
COW-10000254,06/08/2025,1.94
COW-10000254,07/08/2025,2.39
COW-10000254,08/08/2025,2.48
COW-10000254,09/08/2025,2.79
COW-10000254,10/08/2025,2.82
COW-10000254,11/08/2025,2.22
COW-10000254,12/08/2025,2.12
COW-10000254,13/08/2025,2.38
COW-10000254,14/08/2025,2.47
COW-10000254,15/08/2025,1.83
COW-10000254,16/08/2025,2.35
COW-10000254,17/08/2025,2.28
COW-10000254,18/08/2025,2.71
COW-10000254,19/08/2025,2.18
COW-10000254,20/08/2025,2.3
COW-10000254,21/08/2025,2.1
COW-10000254,22/08/2025,1.72
COW-10000254,23/08/2025,2.14
COW-10000254,24/08/2025,2.63
COW-10000254,25/08/2025,2.73
COW-10000254,26/08/2025,2.67
COW-10000254,27/08/2025,1.9
COW-10000254,28/08/2025,2.52
COW-10000254,29/08/2025,2.15
COW-10000254,30/08/2025,2.8
COW-10000254,31/08/2025,2.24
COW-10000254,01/09/2025,2.48
COW-10000254,02/09/2025,3.01
COW-10000254,03/09/2025,2.7
COW-10000254,04/09/2025,2.49
COW-10000254,05/09/2025,3.07
COW-10000254,06/09/2025,2.43
COW-10000254,07/09/2025,2.71
COW-10000254,08/09/2025,2.14
COW-10000254,09/09/2025,3.02
COW-10000254,10/09/2025,1.96
COW-10000256,01/06/2025,6.58
COW-10000256,02/06/2025,5.9
COW-10000256,03/06/2025,7.2
COW-10000256,04/06/2025,6.53
COW-10000256,05/06/2025,6.72
COW-10000256,06/06/2025,6.61
COW-10000256,07/06/2025,6.02
COW-10000256,08/06/2025,5.55
COW-10000256,09/06/2025,4.88
COW-10000256,10/06/2025,6.46
COW-10000256,11/06/2025,6.39
COW-10000256,12/06/2025,5.99
COW-10000256,13/06/2025,6.47
COW-10000256,14/06/2025,7.55
COW-10000256,15/06/2025,6.83
COW-10000256,16/06/2025,6.49
COW-10000256,17/06/2025,6.88
COW-10000256,18/06/2025,6.22
COW-10000256,19/06/2025,6.54
COW-10000256,20/06/2025,7.24
COW-10000256,21/06/2025,7.33
COW-10000256,22/06/2025,6.71
COW-10000256,23/06/2025,7.24
COW-10000256,24/06/2025,7.1
COW-10000256,25/06/2025,7.6
COW-10000256,26/06/2025,7.88
COW-10000256,27/06/2025,6.87
COW-10000256,28/06/2025,6.38
COW-10000256,29/06/2025,6.65
COW-10000256,30/06/2025,5.33
COW-10000256,01/07/2025,3.33
COW-10000256,02/07/2025,6.43
COW-10000256,03/07/2025,6.26
COW-10000256,04/07/2025,6.82
COW-10000256,05/07/2025,6.53
COW-10000256,06/07/2025,6.03
COW-10000256,07/07/2025,6.18
COW-10000256,08/07/2025,5.14
COW-10000256,09/07/2025,5.82
COW-10000256,10/07/2025,5.8
COW-10000256,11/07/2025,6.19
COW-10000256,12/07/2025,5.64
COW-10000256,13/07/2025,5.7
COW-10000256,14/07/2025,6.14
COW-10000256,15/07/2025,6.15
COW-10000256,16/07/2025,7.17
COW-10000256,17/07/2025,6.51
COW-10000256,18/07/2025,5.92
COW-10000256,19/07/2025,5.62
COW-10000256,20/07/2025,7.02
COW-10000256,21/07/2025,6.46
COW-10000256,22/07/2025,6.09
COW-10000256,23/07/2025,5.32
COW-10000256,24/07/2025,3.29
COW-10000256,25/07/2025,6.37
COW-10000256,26/07/2025,6.26
COW-10000256,27/07/2025,7.14
COW-10000256,28/07/2025,6.41
COW-10000256,29/07/2025,7.13
COW-10000256,30/07/2025,7.02
COW-10000256,31/07/2025,6.66
COW-10000256,01/08/2025,6.3
COW-10000256,02/08/2025,6.1
COW-10000256,03/08/2025,6.42
COW-10000256,04/08/2025,6.5
COW-10000256,05/08/2025,6.36
COW-10000256,06/08/2025,6.37
COW-10000256,07/08/2025,6.25
COW-10000256,08/08/2025,6.66
COW-10000256,09/08/2025,6.7
COW-10000256,10/08/2025,6.43
COW-10000256,11/08/2025,6.08
COW-10000256,12/08/2025,5.95
COW-10000256,13/08/2025,6.16
COW-10000256,14/08/2025,6.57
COW-10000256,15/08/2025,6.48
COW-10000256,16/08/2025,5.88
COW-10000256,17/08/2025,4.97
COW-10000256,18/08/2025,5.53
COW-10000256,19/08/2025,6.03
COW-10000256,20/08/2025,6.6
COW-10000256,21/08/2025,6.0
COW-10000256,22/08/2025,4.91
COW-10000256,23/08/2025,5.7
COW-10000256,24/08/2025,5.98
COW-10000256,25/08/2025,6.59
COW-10000256,26/08/2025,5.64
COW-10000256,27/08/2025,5.14
COW-10000256,28/08/2025,5.65
COW-10000256,29/08/2025,6.29
COW-10000256,30/08/2025,5.86
COW-10000256,31/08/2025,6.33
COW-10000256,01/09/2025,6.8
COW-10000256,02/09/2025,7.41
COW-10000256,03/09/2025,6.1
COW-10000256,04/09/2025,7.14
COW-10000256,05/09/2025,6.46
COW-10000256,06/09/2025,6.05
COW-10000256,07/09/2025,5.85
COW-10000256,08/09/2025,5.35
COW-10000257,01/06/2025,6.3
COW-10000257,02/06/2025,5.83
COW-10000257,03/06/2025,6.01
COW-10000257,04/06/2025,5.43
COW-10000257,05/06/2025,6.1
COW-10000257,06/06/2025,6.23
COW-10000257,07/06/2025,5.84
COW-10000257,08/06/2025,5.93
COW-10000257,09/06/2025,6.26
COW-10000257,10/06/2025,5.74
COW-10000257,11/06/2025,5.46
COW-10000257,12/06/2025,5.94
COW-10000257,13/06/2025,3.05
COW-10000257,14/06/2025,6.61
COW-10000257,15/06/2025,7.03
COW-10000257,16/06/2025,6.1
COW-10000257,17/06/2025,5.67
COW-10000257,18/06/2025,6.35
COW-10000257,19/06/2025,5.52
COW-10000257,20/06/2025,5.73
COW-10000257,21/06/2025,5.69
COW-10000257,22/06/2025,5.2
COW-10000257,23/06/2025,5.95
COW-10000257,24/06/2025,6.09
COW-10000257,25/06/2025,6.25
COW-10000257,26/06/2025,6.45
COW-10000257,27/06/2025,5.45
COW-10000257,28/06/2025,5.64
COW-10000257,29/06/2025,5.93
COW-10000257,30/06/2025,5.63
COW-10000257,01/07/2025,5.74
COW-10000257,02/07/2025,6.25
COW-10000257,03/07/2025,5.35
COW-10000257,04/07/2025,5.97
COW-10000257,05/07/2025,4.82
COW-10000257,06/07/2025,4.94
COW-10000257,07/07/2025,5.55
COW-10000257,08/07/2025,5.22
COW-10000257,09/07/2025,5.58
COW-10000257,10/07/2025,4.79
COW-10000257,11/07/2025,5.01
COW-10000257,12/07/2025,4.9
COW-10000257,13/07/2025,4.89
COW-10000257,14/07/2025,5.67
COW-10000257,15/07/2025,5.59
COW-10000257,16/07/2025,5.8
COW-10000257,17/07/2025,5.27
COW-10000257,18/07/2025,5.05
COW-10000257,19/07/2025,5.84
COW-10000257,20/07/2025,6.18
COW-10000257,21/07/2025,6.03
COW-10000257,22/07/2025,5.62
COW-10000257,23/07/2025,4.74
COW-10000257,24/07/2025,3.51
COW-10000257,25/07/2025,5.74
COW-10000257,26/07/2025,4.94
COW-10000257,27/07/2025,5.47
COW-10000257,28/07/2025,5.52
COW-10000257,29/07/2025,6.47
COW-10000257,30/07/2025,5.49
COW-10000257,31/07/2025,5.47
COW-10000257,01/08/2025,5.7
COW-10000257,02/08/2025,5.41
COW-10000257,03/08/2025,5.83
COW-10000257,04/08/2025,5.72
COW-10000257,05/08/2025,5.05
COW-10000257,06/08/2025,5.71
COW-10000257,07/08/2025,5.98
COW-10000257,08/08/2025,5.07
COW-10000257,09/08/2025,5.26
COW-10000257,10/08/2025,4.93
COW-10000257,11/08/2025,4.36
COW-10000257,12/08/2025,4.76
COW-10000257,13/08/2025,5.42
COW-10000257,14/08/2025,5.25
COW-10000257,15/08/2025,6.45
COW-10000257,16/08/2025,5.79
COW-10000257,17/08/2025,4.57
COW-10000257,18/08/2025,5.38
COW-10000257,19/08/2025,5.25
COW-10000257,20/08/2025,5.21
COW-10000257,21/08/2025,4.75
COW-10000257,22/08/2025,5.02
COW-10000257,23/08/2025,5.33
COW-10000257,24/08/2025,5.54
COW-10000257,25/08/2025,6.05
COW-10000257,26/08/2025,5.18
COW-10000257,27/08/2025,5.88
COW-10000257,28/08/2025,5.53
COW-10000257,29/08/2025,4.78
COW-10000257,30/08/2025,4.88
COW-10000257,31/08/2025,5.63
COW-10000257,01/09/2025,6.07
COW-10000257,02/09/2025,6.36
COW-10000257,03/09/2025,4.28
COW-10000257,04/09/2025,5.63
COW-10000257,05/09/2025,5.99
COW-10000257,06/09/2025,5.89
COW-10000257,07/09/2025,6.68
COW-10000257,08/09/2025,5.49
COW-10000257,09/09/2025,6.57
COW-10000257,10/09/2025,6.33
COW-10000257,11/09/2025,6.47
COW-10000257,12/09/2025,5.01
COW-10000258,01/06/2025,8.21
COW-10000258,02/06/2025,7.72
COW-10000258,03/06/2025,8.18
COW-10000258,04/06/2025,8.87
COW-10000258,05/06/2025,9.15
COW-10000258,06/06/2025,8.79
COW-10000258,07/06/2025,9.05
COW-10000258,08/06/2025,8.62
COW-10000258,09/06/2025,8.6
COW-10000258,10/06/2025,7.95
COW-10000258,11/06/2025,7.08
COW-10000258,12/06/2025,7.95
COW-10000258,13/06/2025,7.83
COW-10000258,14/06/2025,7.28
COW-10000258,15/06/2025,7.36
COW-10000258,16/06/2025,7.66
COW-10000258,17/06/2025,8.19
COW-10000258,18/06/2025,7.8
COW-10000258,19/06/2025,8.5
COW-10000258,20/06/2025,8.53
COW-10000258,21/06/2025,8.41
COW-10000258,22/06/2025,8.3
COW-10000258,23/06/2025,8.83
COW-10000258,24/06/2025,8.8
COW-10000258,25/06/2025,8.81
COW-10000258,26/06/2025,7.79
COW-10000258,27/06/2025,8.8
COW-10000258,28/06/2025,9.04
COW-10000258,29/06/2025,8.7
COW-10000258,30/06/2025,8.5
COW-10000258,01/07/2025,8.41
COW-10000258,02/07/2025,8.59
COW-10000258,03/07/2025,9.28
COW-10000258,04/07/2025,8.56
COW-10000258,05/07/2025,8.5
COW-10000258,06/07/2025,8.8
COW-10000258,07/07/2025,8.54
COW-10000258,08/07/2025,8.13
COW-10000258,09/07/2025,6.79
COW-10000258,10/07/2025,7.21
COW-10000258,11/07/2025,7.87
COW-10000258,12/07/2025,7.98
COW-10000258,13/07/2025,8.0
COW-10000258,14/07/2025,8.3
COW-10000258,15/07/2025,7.98
COW-10000258,16/07/2025,8.49
COW-10000258,17/07/2025,7.5
COW-10000258,18/07/2025,6.97
COW-10000258,19/07/2025,6.52
COW-10000258,20/07/2025,6.25
COW-10000258,21/07/2025,6.56
COW-10000258,22/07/2025,7.02
COW-10000258,23/07/2025,6.44
COW-10000258,24/07/2025,6.7
COW-10000258,25/07/2025,7.52
COW-10000258,26/07/2025,7.35
COW-10000258,27/07/2025,8.06
COW-10000258,28/07/2025,7.49
COW-10000258,29/07/2025,8.77
COW-10000258,30/07/2025,8.04
COW-10000258,31/07/2025,8.43
COW-10000258,01/08/2025,8.61
COW-10000258,02/08/2025,8.45
COW-10000258,03/08/2025,8.65
COW-10000258,04/08/2025,8.21
COW-10000258,05/08/2025,8.51
COW-10000258,06/08/2025,7.34
COW-10000258,07/08/2025,7.91
COW-10000258,08/08/2025,8.05
COW-10000258,09/08/2025,7.92
COW-10000258,10/08/2025,8.13
COW-10000258,11/08/2025,7.75
COW-10000258,12/08/2025,7.92
COW-10000258,13/08/2025,8.18
COW-10000258,14/08/2025,7.57
COW-10000258,15/08/2025,8.32
COW-10000258,16/08/2025,8.21
COW-10000258,17/08/2025,8.06
COW-10000258,18/08/2025,7.86
COW-10000258,19/08/2025,7.51
COW-10000258,20/08/2025,7.66
COW-10000258,21/08/2025,8.04
COW-10000258,22/08/2025,7.87
COW-10000258,23/08/2025,7.82
COW-10000258,24/08/2025,7.05
COW-10000258,25/08/2025,7.76
COW-10000258,26/08/2025,7.72
COW-10000258,27/08/2025,7.42
COW-10000258,28/08/2025,8.19
COW-10000258,29/08/2025,7.78
COW-10000258,30/08/2025,8.12
COW-10000258,31/08/2025,7.41
COW-10000258,01/09/2025,8.03
COW-10000258,02/09/2025,8.13
COW-10000258,03/09/2025,7.19
COW-10000258,04/09/2025,7.97
COW-10000258,05/09/2025,7.54
COW-10000258,06/09/2025,6.89
COW-10000258,07/09/2025,7.46
COW-10000258,08/09/2025,7.85
COW-10000258,09/09/2025,7.62
COW-10000258,10/09/2025,8.25
COW-10000258,11/09/2025,8.04
COW-10000258,12/09/2025,7.41
COW-10000258,13/09/2025,7.67
COW-10000258,14/09/2025,8.14
COW-10000258,15/09/2025,8.7
COW-10000258,16/09/2025,8.14
COW-10000258,17/09/2025,7.18
COW-10000258,18/09/2025,7.73
COW-10000258,19/09/2025,8.0
COW-10000258,20/09/2025,7.94
COW-10000258,21/09/2025,7.71
COW-10000258,22/09/2025,7.43
COW-10000258,23/09/2025,8.0
COW-10000258,24/09/2025,7.06
COW-10000258,25/09/2025,7.44
COW-10000258,26/09/2025,6.25
COW-10000258,27/09/2025,5.89
COW-10000258,28/09/2025,5.08
COW-10000258,29/09/2025,5.26
COW-10000258,30/09/2025,6.18
COW-10000258,01/10/2025,5.59
COW-10000259,01/06/2025,6.47
COW-10000259,02/06/2025,7.03
COW-10000259,03/06/2025,6.96
COW-10000259,04/06/2025,6.84
COW-10000259,05/06/2025,7.0
COW-10000259,06/06/2025,6.59
COW-10000259,07/06/2025,6.45
COW-10000259,08/06/2025,7.1
COW-10000259,09/06/2025,6.9
COW-10000259,10/06/2025,6.69
COW-10000259,11/06/2025,6.84
COW-10000259,12/06/2025,6.3
COW-10000259,13/06/2025,6.45
COW-10000259,14/06/2025,7.78
COW-10000259,15/06/2025,7.16
COW-10000259,16/06/2025,7.65
COW-10000259,17/06/2025,7.87
COW-10000259,18/06/2025,7.18
COW-10000259,19/06/2025,6.96
COW-10000259,20/06/2025,7.03
COW-10000259,21/06/2025,6.22
COW-10000259,22/06/2025,6.22
COW-10000259,23/06/2025,6.74
COW-10000259,24/06/2025,6.5
COW-10000259,25/06/2025,6.6
COW-10000259,26/06/2025,6.56
COW-10000259,27/06/2025,7.34
COW-10000259,28/06/2025,7.25
COW-10000259,29/06/2025,6.55
COW-10000259,30/06/2025,6.71
COW-10000259,01/07/2025,6.58
COW-10000259,02/07/2025,6.06
COW-10000259,03/07/2025,6.27
COW-10000259,04/07/2025,6.74
COW-10000259,05/07/2025,5.31
COW-10000259,06/07/2025,6.67
COW-10000259,07/07/2025,6.1
COW-10000259,08/07/2025,6.73
COW-10000259,09/07/2025,6.38
COW-10000259,10/07/2025,6.03
COW-10000259,11/07/2025,6.45
COW-10000259,12/07/2025,5.88
COW-10000259,13/07/2025,5.94
COW-10000259,14/07/2025,5.85
COW-10000259,15/07/2025,5.68
COW-10000259,16/07/2025,6.37
COW-10000259,17/07/2025,5.85
COW-10000259,18/07/2025,4.97
COW-10000259,19/07/2025,6.74
COW-10000259,20/07/2025,6.02
COW-10000259,21/07/2025,6.08
COW-10000259,22/07/2025,6.16
COW-10000259,23/07/2025,6.25
COW-10000259,24/07/2025,5.67
COW-10000259,25/07/2025,6.43
COW-10000259,26/07/2025,7.01
COW-10000259,27/07/2025,6.64
COW-10000259,28/07/2025,6.14
COW-10000259,29/07/2025,7.27
COW-10000259,30/07/2025,7.24
COW-10000259,31/07/2025,6.41
COW-10000259,01/08/2025,6.87
COW-10000259,02/08/2025,7.15
COW-10000259,03/08/2025,7.39
COW-10000259,04/08/2025,6.97
COW-10000259,05/08/2025,7.46
COW-10000259,06/08/2025,6.45
COW-10000259,07/08/2025,6.19
COW-10000259,08/08/2025,7.11
COW-10000259,09/08/2025,7.74
COW-10000259,10/08/2025,7.23
COW-10000259,11/08/2025,7.79
COW-10000259,12/08/2025,8.18
COW-10000259,13/08/2025,8.03
COW-10000259,14/08/2025,6.96
COW-10000259,15/08/2025,7.13
COW-10000259,16/08/2025,6.9
COW-10000259,17/08/2025,7.12
COW-10000259,18/08/2025,6.88
COW-10000259,19/08/2025,7.13
COW-10000259,20/08/2025,6.63
COW-10000259,21/08/2025,6.96
COW-10000259,22/08/2025,6.47
COW-10000259,23/08/2025,6.91
COW-10000259,24/08/2025,6.49
COW-10000259,25/08/2025,6.85
COW-10000259,26/08/2025,7.33
COW-10000259,27/08/2025,6.16
COW-10000259,28/08/2025,7.36
COW-10000259,29/08/2025,7.48
COW-10000259,30/08/2025,7.27
COW-10000259,31/08/2025,6.97
COW-10000259,01/09/2025,7.66
COW-10000259,02/09/2025,6.97
COW-10000259,03/09/2025,7.39
COW-10000259,04/09/2025,8.04
COW-10000259,05/09/2025,7.06
COW-10000259,06/09/2025,7.1
COW-10000259,07/09/2025,7.25
COW-10000259,08/09/2025,6.81
COW-10000259,09/09/2025,6.96
COW-10000259,10/09/2025,6.65
COW-10000259,11/09/2025,7.22
COW-10000259,12/09/2025,6.94
COW-10000259,13/09/2025,6.72
COW-10000259,14/09/2025,7.17
COW-10000259,15/09/2025,6.73
COW-10000259,16/09/2025,7.17
COW-10000259,17/09/2025,7.23
COW-10000259,18/09/2025,7.38
COW-10000259,19/09/2025,6.87
COW-10000259,20/09/2025,7.28
COW-10000259,21/09/2025,7.6
COW-10000259,22/09/2025,7.34
COW-10000259,23/09/2025,7.06
COW-10000259,24/09/2025,7.41
COW-10000259,25/09/2025,7.4
COW-10000259,26/09/2025,7.33
COW-10000259,27/09/2025,6.03
COW-10000259,28/09/2025,5.9
COW-10000259,29/09/2025,5.27
COW-10000260,01/06/2025,1.9
COW-10000260,02/06/2025,2.87
COW-10000260,03/06/2025,2.74
COW-10000260,04/06/2025,2.69
COW-10000260,05/06/2025,2.87
COW-10000260,06/06/2025,3.19
COW-10000260,07/06/2025,2.49
COW-10000260,08/06/2025,3.08
COW-10000260,09/06/2025,2.34
COW-10000260,10/06/2025,2.6
COW-10000260,11/06/2025,2.69
COW-10000260,12/06/2025,2.52
COW-10000260,13/06/2025,2.68
