Farm ID,Farm Name,State,Cow ID,Date,Estimated Milk Production (L/day)
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,22/06/2025,9.02
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,23/06/2025,9.06
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,24/06/2025,8.76
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,25/06/2025,8.82
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,26/06/2025,8.61
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,27/06/2025,8.09
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,28/06/2025,8.37
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,29/06/2025,8.46
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,30/06/2025,8.69
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,01/07/2025,6.86
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,02/07/2025,7.05
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,03/07/2025,7.32
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,04/07/2025,7.75
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,05/07/2025,7.94
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,06/07/2025,8.02
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,07/07/2025,7.66
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,08/07/2025,7.64
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,09/07/2025,7.29
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,10/07/2025,7.11
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,11/07/2025,7.61
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,12/07/2025,7.36
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,13/07/2025,6.81
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,14/07/2025,7.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,15/07/2025,6.91
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,16/07/2025,7.13
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,17/07/2025,6.87
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,18/07/2025,6.81
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,19/07/2025,7.13
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,20/07/2025,6.84
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,21/07/2025,6.84
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,22/07/2025,6.94
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,23/07/2025,6.8
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,24/07/2025,6.9
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,25/07/2025,6.94
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,26/07/2025,7.1
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,27/07/2025,7.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,28/07/2025,8.21
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,29/07/2025,8.29
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,30/07/2025,8.23
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,31/07/2025,8.31
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,01/08/2025,10.27
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,02/08/2025,9.75
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,03/08/2025,9.73
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,04/08/2025,10.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,05/08/2025,9.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,06/08/2025,9.28
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,07/08/2025,9.11
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,08/08/2025,9.24
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,09/08/2025,9.97
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,10/08/2025,9.7
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,11/08/2025,9.72
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,12/08/2025,9.71
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,13/08/2025,9.61
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,14/08/2025,9.59
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,15/08/2025,9.45
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,16/08/2025,10.27
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,17/08/2025,10.46
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,18/08/2025,10.27
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,19/08/2025,10.59
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,20/08/2025,10.61
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,21/08/2025,10.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,22/08/2025,10.47
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,23/08/2025,10.34
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,24/08/2025,9.93
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,25/08/2025,9.41
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,26/08/2025,9.53
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,27/08/2025,9.47
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,28/08/2025,9.73
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,29/08/2025,9.45
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,30/08/2025,9.13
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,31/08/2025,9.38
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,01/09/2025,9.3
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,02/09/2025,9.56
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,03/09/2025,9.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,04/09/2025,10.13
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,05/09/2025,10.32
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,06/09/2025,10.41
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,07/09/2025,10.6
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,08/09/2025,10.46
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,09/09/2025,9.92
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,10/09/2025,10.01
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,11/09/2025,10.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,12/09/2025,9.83
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,13/09/2025,9.95
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,14/09/2025,9.47
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,15/09/2025,9.46
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,16/09/2025,9.49
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,17/09/2025,9.71
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,18/09/2025,9.77
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,19/09/2025,10.16
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,20/09/2025,10.48
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,21/09/2025,10.37
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,22/09/2025,10.66
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,23/09/2025,10.51
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,24/09/2025,10.31
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,25/09/2025,9.91
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,26/09/2025,10.28
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,27/09/2025,10.15
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,28/09/2025,9.39
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,29/09/2025,9.56
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,30/09/2025,9.43
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,01/10/2025,9.34
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,02/10/2025,9.28
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,03/10/2025,9.19
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,04/10/2025,10.02
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,05/10/2025,10.5
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,06/10/2025,10.66
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,07/10/2025,10.67
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,08/10/2025,10.95
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,09/10/2025,10.95
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,10/10/2025,11.12
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,11/10/2025,11.21
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,12/10/2025,11.16
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,13/10/2025,11.36
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,14/10/2025,11.14
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,15/10/2025,11.08
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,16/10/2025,10.71
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,17/10/2025,10.39
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,18/10/2025,9.58
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,19/10/2025,9.72
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,20/10/2025,9.92
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,21/10/2025,10.23
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,22/10/2025,9.86
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,23/10/2025,9.98
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,24/10/2025,9.95
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,25/10/2025,10.15
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,26/10/2025,9.92
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,27/10/2025,9.8
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,28/10/2025,9.32
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,29/10/2025,9.11
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,30/10/2025,9.13
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000321,31/10/2025,9.2
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,01/06/2025,9.23
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,02/06/2025,9.55
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,03/06/2025,9.29
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,04/06/2025,9.31
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,05/06/2025,9.47
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,06/06/2025,9.16
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,07/06/2025,8.64
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,08/06/2025,8.96
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,09/06/2025,9.85
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,10/06/2025,9.97
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,11/06/2025,10.14
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,12/06/2025,9.84
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,13/06/2025,10.26
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,14/06/2025,10.11
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,15/06/2025,10.43
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,16/06/2025,10.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,17/06/2025,10.7
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,18/06/2025,10.82
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,19/06/2025,10.92
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,20/06/2025,10.94
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,21/06/2025,11.16
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,22/06/2025,10.86
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,23/06/2025,10.72
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,24/06/2025,11.1
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,25/06/2025,11.07
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,26/06/2025,10.89
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,27/06/2025,11.13
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,28/06/2025,11.3
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,29/06/2025,10.82
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,30/06/2025,10.97
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,01/07/2025,8.75
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,02/07/2025,8.87
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,03/07/2025,8.81
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,04/07/2025,8.86
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,05/07/2025,8.36
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,06/07/2025,8.1
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,07/07/2025,8.26
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,08/07/2025,8.85
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,09/07/2025,8.88
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,10/07/2025,8.65
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,11/07/2025,8.63
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,12/07/2025,8.36
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,13/07/2025,8.62
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,14/07/2025,8.58
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,15/07/2025,8.79
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,16/07/2025,8.69
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,17/07/2025,8.91
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,18/07/2025,8.46
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,19/07/2025,8.42
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,20/07/2025,8.51
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,21/07/2025,8.4
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,22/07/2025,8.44
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,23/07/2025,8.48
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,24/07/2025,8.69
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,25/07/2025,8.79
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,26/07/2025,8.82
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,27/07/2025,8.97
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,28/07/2025,8.58
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,29/07/2025,8.35
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,30/07/2025,7.98
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,31/07/2025,8.09
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,01/08/2025,10.21
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,02/08/2025,10.59
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,03/08/2025,10.64
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,04/08/2025,10.39
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,05/08/2025,10.39
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,06/08/2025,9.78
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,07/08/2025,9.64
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,08/08/2025,8.93
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,09/08/2025,9.06
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,10/08/2025,9.0
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,11/08/2025,8.98
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,12/08/2025,8.73
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,13/08/2025,8.57
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,14/08/2025,8.82
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,15/08/2025,8.43
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,16/08/2025,8.63
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,17/08/2025,8.43
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,18/08/2025,7.98
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,19/08/2025,8.42
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,20/08/2025,8.88
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,21/08/2025,8.75
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,22/08/2025,8.62
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,23/08/2025,8.59
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,24/08/2025,8.39
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,25/08/2025,8.26
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,26/08/2025,8.45
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,27/08/2025,9.13
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,28/08/2025,9.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,29/08/2025,9.37
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,30/08/2025,9.48
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,31/08/2025,8.98
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,01/09/2025,9.0
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,02/09/2025,8.98
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,03/09/2025,9.44
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,04/09/2025,9.9
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,05/09/2025,9.99
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,06/09/2025,10.33
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,07/09/2025,10.25
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,08/09/2025,10.54
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,09/09/2025,10.52
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,10/09/2025,10.8
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,11/09/2025,11.1
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,12/09/2025,11.23
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,13/09/2025,10.92
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,14/09/2025,10.72
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,15/09/2025,10.89
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,16/09/2025,11.09
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,17/09/2025,11.06
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,18/09/2025,10.88
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,19/09/2025,10.87
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,20/09/2025,10.72
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,21/09/2025,10.58
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,22/09/2025,11.11
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,23/09/2025,10.89
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,24/09/2025,10.97
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,25/09/2025,10.94
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,26/09/2025,10.5
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,27/09/2025,10.07
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,28/09/2025,10.02
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,29/09/2025,9.41
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,30/09/2025,9.96
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,01/10/2025,9.83
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,02/10/2025,9.68
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,03/10/2025,10.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,04/10/2025,9.97
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,05/10/2025,10.14
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,06/10/2025,9.94
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,07/10/2025,9.93
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,08/10/2025,10.2
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,09/10/2025,9.91
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,10/10/2025,10.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,11/10/2025,9.29
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,12/10/2025,9.68
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,13/10/2025,9.51
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,14/10/2025,9.48
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,15/10/2025,9.45
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,16/10/2025,9.16
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,17/10/2025,8.86
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,18/10/2025,9.05
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,19/10/2025,9.24
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,20/10/2025,8.99
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,21/10/2025,9.18
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,22/10/2025,9.36
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,23/10/2025,9.26
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,24/10/2025,8.88
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,25/10/2025,8.9
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,26/10/2025,9.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,27/10/2025,9.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,28/10/2025,8.89
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,29/10/2025,9.06
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,30/10/2025,9.46
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000322,31/10/2025,9.23
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000323,01/06/2025,10.04
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000323,02/06/2025,10.12
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000323,03/06/2025,10.05
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000323,04/06/2025,10.47
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000323,05/06/2025,10.27
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000323,06/06/2025,9.91
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000323,07/06/2025,10.39
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000323,08/06/2025,9.69
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000323,09/06/2025,9.63
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000323,10/06/2025,9.6
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000323,11/06/2025,9.56
FARM-002,Kaduna Semi-Intensive Farm,Kaduna,COW-10000323,12/06/2025,9.09
